Roll No		Attendance Percentage
BT22CSE195		100%
BT22CSE196		100%
BT22CSE197		100%
BT22CSE198		100%
BT22CSE199		100%
BT22CSE200		100%
BT22CSE201		100%
BT22CSE202		100%
BT22CSE203		100%
BT22CSE204		100%
BT22CSE205		100%
BT22CSE206		100%
BT22CSE207		100%
BT22CSE208		100%
BT22CSE209		100%
BT22CSE210		100%
BT22CSH001		100%
BT22CSH002		100%
BT22CSH003		100%
BT22CSH004		0%
BT22CSH005		100%
BT22CSH006		100%
BT22CSH007		100%
BT22CSH008		100%
BT22CSH009		0%
BT22CSH010		100%
BT22CSH011		0%
BT22CSH012		100%
BT22CSH013		100%
BT22CSH014		0%
BT22CSH015		100%
BT22CSH016		0%
BT22CSH017		100%
BT22CSH018		0%
BT22CSH019		100%
BT22CSH020		100%
BT22CSH021		100%
BT22CSH022		0%
BT22CSH023		100%
BT22CSH024		100%
BT22CSH025		0%
BT22CSH026		100%
BT22CSH027		0%
BT22CSH028		100%
BT22CSH029		100%
BT22CSH030		0%
BT22CSH031		0%
BT22CSH032		0%
BT22CSH033		0%
BT22CSH034		0%
BT22CSH035		0%
BT22CSH036		100%
BT22CSH037		100%
BT22CSH038		0%
BT22CSH039		100%
BT22CSH040		0%
BT22CSH041		100%
BT22CSH042		100%
BT22CSH043		100%
BT22CSH044		0%
BT22CSH045		100%
BT22CSH046		100%
BT22CSH047		0%
BT22CSH048		100%
BT22CSH049		0%
BT22CSH050		0%
BT22CSH051		100%
BT22CSH052		100%
BT22CSH053		100%
BT22CSH054		0%
BT22CSH055		100%
BT22CSH056		100%
BT22CSH057		0%
BT22CSH058		100%
BT22CSH059		0%
BT22CSH060		100%
BT22CSH061		100%
BT22CSH062		0%
BT22CSH063		100%
BT22CSH064		100%
BT22CSH065		100%
BT22CSH066		100%
BT22CSH067		100%
BT22CSH068		100%
BT22CSH069		0%
BT22CSH070		100%
BT22ECE001		0%
BT22ECE002		0%
BT22ECE003		0%
BT22ECE004		0%
BT22ECE005		0%
BT22ECE006		0%
BT22ECE007		0%
BT22ECE008		0%
BT22ECE009		0%
BT22ECE010		0%
BT22ECE011		0%
BT22ECE012		0%
BT22ECE013		0%
BT22ECE014		0%
BT22ECE015		0%
BT22ECE016		0%
BT22ECE017		0%
BT22ECE018		0%
BT22ECE019		0%
BT22ECE020		0%
BT22ECE021		0%
BT22ECE022		0%
BT22ECE023		0%
BT22ECE024		0%
BT22ECE025		0%
BT22ECE026		0%
BT22ECE027		0%
BT22ECE028		0%
BT22ECE029		0%
BT22ECE030		0%
BT22ECE031		0%
BT22ECE032		0%
BT22ECE033		0%
BT22ECE034		0%
BT22ECE035		0%
BT22ECE036		0%
BT22ECE037		0%
BT22ECE038		0%
BT22ECE039		0%
BT22ECE040		0%
BT22ECE041		0%
BT22ECE042		0%
BT22ECE043		0%
BT22ECE044		0%
BT22ECE045		0%
BT22ECE046		0%
BT22ECE047		0%
BT22ECE048		0%
BT22ECE049		0%
BT22ECE050		0%
BT22ECE051		0%
BT22ECE052		0%
BT22ECE053		0%
BT22ECE054		0%
BT22ECE055		0%
BT22ECE056		0%
BT22ECE057		0%
BT22ECE058		0%
BT22ECE059		0%
BT22ECE060		0%
BT22ECE061		0%
BT22ECE062		0%
BT22ECE063		0%
BT22ECE064		0%
BT22ECE065		0%
BT22ECE066		0%
BT22ECE067		0%
BT22ECE068		0%
BT22ECE069		0%
BT22ECE070		0%
BT22ECE071		0%
BT22ECE072		0%
BT22ECE073		0%
BT22ECE074		0%
BT22ECE075		0%
BT22ECE076		0%
BT22ECE077		0%
BT22ECE078		0%
BT22ECE079		0%
BT22ECE080		0%
BT22ECE081		0%
BT22ECE082		0%
BT22ECE083		0%
BT22ECE084		0%
BT22ECE085		0%
BT22ECE086		0%
BT22ECE087		0%
BT22ECE088		0%
BT22ECE089		0%
BT22ECE090		0%
BT22ECE091		0%
BT22ECE092		0%
BT22ECE093		0%
BT22ECE094		0%
BT22ECE095		0%
BT22ECE096		0%
BT22ECE097		0%
BT22ECE098		0%
BT22ECE099		0%
BT22ECE100		0%
BT22ECE101		0%
BT22ECE102		0%
BT22ECE103		0%
BT22ECE104		0%
BT22ECE105		0%
BT22ECE106		0%
BT22ECE107		0%
BT22ECE108		0%
BT22ECE109		0%
BT22ECE110		0%
BT22ECE111		0%
BT22ECE112		0%
BT22ECE113		0%
BT22ECE114		0%
BT22ECE115		0%
BT22ECE116		0%
BT22ECE117		0%
BT22ECE118		0%
BT22ECE119		0%
BT22ECE120		0%
BT22ECE121		0%
BT22ECE122		0%
BT22ECE123		0%
BT22ECE124		0%
BT22ECE125		0%
BT22ECE126		0%
BT22ECE127		0%
BT22ECE128		0%
BT22ECE129		0%
BT22ECE130		0%
BT22ECE131		0%
BT22ECE132		0%
BT22ECE133		0%
BT22ECE134		0%
BT22ECE135		0%
BT22ECE136		0%
BT22ECE137		0%
BT22ECE138		0%
BT22ECE139		0%
BT22ECE140		0%
BT22ECE141		0%
BT22ECE142		0%
BT22ECE143		0%
BT22ECE144		0%
BT22ECE145		0%
BT22ECE146		0%
BT22ECE147		0%
BT22ECE148		0%
BT22ECE149		0%
BT22ECE150		0%
BT22ECI001		0%
BT22ECI002		0%
BT22ECI003		0%
BT22ECI004		0%
BT22ECI005		0%
BT22ECI006		0%
BT22ECI007		0%
BT22ECI008		0%
BT22ECI009		0%
BT22ECI010		0%
BT22ECI011		0%
BT22ECI012		0%
BT22ECI013		0%
BT22ECI014		0%
BT22ECI015		0%
BT22ECI016		0%
BT22ECI017		0%
BT22ECI018		0%
BT22ECI019		0%
BT22ECI020		0%
BT22ECI021		0%
BT22ECI022		0%
BT22ECI023		0%
BT22ECI024		0%
BT22ECI025		0%
BT22ECI026		0%
BT22ECI027		0%
BT22ECI028		0%
BT22ECI029		0%
BT22ECI030		0%
BT22ECI031		0%
BT22ECI032		0%
BT22ECI033		0%
BT22ECI034		0%
BT22ECI035		0%
BT22ECI036		0%
BT22ECI037		0%
BT22ECI038		0%
BT22ECI039		0%
BT22ECI040		0%
BT22ECI041		0%
BT22ECI042		0%
BT22ECI043		0%
BT22ECI044		0%
BT22ECI045		0%
BT22ECI046		0%
BT22ECI047		0%
BT22ECI048		0%
BT22ECI049		0%
BT22ECI050		0%
BT22ECI051		0%
BT22ECI052		0%
BT22ECI053		0%
BT22ECI054		0%
BT22ECI055		0%
BT22ECI056		0%
BT22ECI057		0%
BT22ECI058		0%
BT22ECI059		0%
BT22ECI060		0%
BT22ECI061		0%
BT22ECI062		0%
BT22ECI063		0%
BT22ECI064		0%
BT22ECI065		0%
BT22ECI066		0%
BT22ECI067		0%
BT22ECI068		0%
BT22ECI069		0%
BT22ECI070		0%
1223		0%
1723		0%
2123		0%
2823		0%
4623		0%
4923		0%
5123		0%
5323		0%
5923		0%
6023		0%
6523		0%
7623		0%
8923		0%
9223		0%
9623		0%
9723		0%
9923		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
BT23CSD001		0%
BT23CSD002		0%
BT23CSD003		0%
BT23CSD004		0%
BT23CSD005		0%
BT23CSD006		0%
BT23CSD007		0%
BT23CSD008		0%
BT23CSD009		0%
BT23CSD010		0%
BT23CSD011		0%
BT23CSD012		0%
BT23CSD013		0%
BT23CSD014		0%
BT23CSD015		0%
BT23CSD016		0%
BT23CSD017		0%
BT23CSD018		0%
BT23CSD019		0%
BT23CSD020		0%
BT23CSD021		0%
BT23CSD022		0%
BT23CSD023		0%
BT23CSD024		0%
BT23CSD025		0%
BT23CSD026		0%
BT23CSD027		0%
BT23CSD028		0%
BT23CSD029		0%
BT23CSD030		0%
BT23CSD031		0%
BT23CSD032		0%
BT23CSD033		0%
BT23CSD034		0%
BT23CSD035		0%
BT23CSD036		0%
BT23CSD037		0%
BT23CSD038		0%
BT23CSD039		0%
BT23CSD040		0%
BT23CSD041		0%
BT23CSD042		0%
BT23CSD043		0%
BT23CSD044		0%
BT23CSD045		0%
BT23CSD046		0%
BT23CSD047		0%
BT23CSD048		0%
BT23CSD049		0%
BT23CSD050		0%
BT23CSD051		0%
BT23CSD052		0%
BT23CSD053		0%
BT23CSD054		0%
BT23CSD055		0%
BT23CSD056		0%
BT23CSD057		0%
BT23CSD058		0%
BT23CSD059		0%
BT23CSD060		0%
BT23CSD061		0%
BT23CSD062		0%
BT23CSD063		0%
BT23CSD064		0%
BT23CSD065		0%
BT23CSD066		0%
BT23CSD067		0%
BT23CSD068		0%
BT23CSD069		0%
BT23CSD070		0%
BT23CSE001		0%
BT23CSE002		0%
BT23CSE003		0%
BT23CSE004		0%
BT23CSE005		0%
BT23CSE006		0%
BT23CSE007		0%
BT23CSE008		0%
BT23CSE009		0%
BT23CSE010		0%
BT23CSE011		0%
BT23CSE012		0%
BT23CSE013		0%
BT23CSE014		0%
BT23CSE015		0%
BT23CSE016		0%
BT23CSE017		0%
BT23CSE018		0%
BT23CSE019		0%
BT23CSE020		0%
BT23CSE021		0%
BT23CSE022		0%
BT23CSE023		0%
BT23CSE024		0%
BT23CSE025		0%
BT23CSE026		0%
BT23CSE027		0%
BT23CSE028		0%
BT23CSE029		0%
BT23CSE030		0%
BT23CSE031		0%
BT23CSE032		0%
BT23CSE033		0%
BT23CSE034		0%
BT23CSE035		0%
BT23CSE036		0%
BT23CSE037		0%
BT23CSE038		0%
BT23CSE039		0%
BT23CSE040		0%
BT23CSE041		0%
BT23CSE042		0%
BT23CSE043		0%
BT23CSE044		0%
BT23CSE045		0%
BT23CSE046		0%
BT23CSE047		0%
BT23CSE048		0%
BT23CSE049		0%
BT23CSE050		0%
BT23CSE051		0%
BT23CSE052		0%
BT23CSE053		0%
BT23CSE054		0%
BT23CSE055		0%
BT23CSE056		0%
BT23CSE057		0%
BT23CSE058		0%
BT23CSE059		0%
BT23CSE060		0%
BT23CSE061		0%
BT23CSE062		0%
BT23CSE063		0%
BT23CSE064		0%
BT23CSE065		0%
BT23CSE066		0%
BT23CSE067		0%
BT23CSE068		0%
BT23CSE069		0%
BT23CSE070		0%
BT23CSE071		0%
BT23CSE072		0%
BT23CSE073		0%
BT23CSE074		0%
BT23CSE075		0%
BT23CSE076		0%
BT23CSE077		0%
BT23CSE078		0%
BT23CSE079		0%
BT23CSE080		0%
BT23CSE081		0%
BT23CSE082		0%
BT23CSE083		0%
BT23CSE084		0%
BT23CSE085		0%
BT23CSE086		0%
BT23CSE087		0%
BT23CSE088		0%
BT23CSE089		0%
BT23CSE090		0%
BT23CSE091		0%
BT23CSE092		0%
BT23CSE093		0%
BT23CSE094		0%
BT23CSE095		0%
BT23CSE096		0%
BT23CSE097		0%
BT23CSE098		0%
BT23CSE099		0%
BT23CSE100		0%
BT23CSE101		0%
BT23CSE102		0%
BT23CSE103		0%
BT23CSE104		0%
BT23CSE105		0%
BT23CSE106		0%
BT23CSE107		0%
BT23CSE108		0%
BT23CSE109		0%
BT23CSE110		0%
BT23CSE111		0%
BT23CSE112		0%
BT23CSE113		0%
BT23CSE114		0%
BT23CSE115		0%
BT23CSE116		0%
BT23CSE117		0%
BT23CSE118		0%
BT23CSE119		0%
BT23CSE120		0%
BT23CSE121		0%
BT23CSE122		0%
BT23CSE123		0%
BT23CSE124		0%
BT23CSE125		0%
BT23CSE126		0%
BT23CSE127		0%
BT23CSE128		0%
BT23CSE129		0%
BT23CSE130		0%
BT23CSE131		0%
BT23CSE132		0%
BT23CSE133		0%
BT23CSE134		0%
BT23CSE135		0%
BT23CSE136		0%
BT23CSE137		0%
BT23CSE138		0%
BT23CSE139		0%
BT23CSE140		0%
BT23CSE141		0%
BT23CSE142		0%
BT23CSE143		0%
BT23CSE144		0%
BT23CSE145		0%
BT23CSE146		0%
BT23CSE147		0%
BT23CSE148		0%
BT23CSE149		0%
BT23CSE150		0%
BT23CSE151		0%
BT23CSE152		0%
BT23CSE153		0%
BT23CSE154		0%
BT23CSE155		0%
BT23CSE156		0%
BT23CSE157		0%
BT23CSE158		0%
BT23CSE159		0%
BT23CSE160		0%
BT23CSE161		0%
BT23CSE162		0%
BT23CSE163		0%
BT23CSE164		0%
BT23CSE165		0%
BT23CSE166		0%
BT23CSE167		0%
BT23CSE168		0%
BT23CSE169		0%
BT23CSE170		0%
BT23CSE171		0%
BT23CSE172		0%
BT23CSE173		0%
BT23CSE174		0%
BT23CSE175		0%
BT23CSE176		0%
BT23CSE177		0%
BT23CSE178		0%
BT23CSE179		0%
BT23CSE180		0%
BT23CSE181		0%
BT23CSE182		0%
BT23CSE183		0%
BT23CSE184		0%
BT23CSE185		0%
BT23CSE186		0%
BT23CSE187		0%
BT23CSE188		0%
BT23CSE189		0%
BT23CSE190		0%
BT23CSE191		0%
BT23CSE192		0%
BT23CSE193		0%
BT23CSE194		0%
BT23CSE195		0%
BT23CSE196		0%
BT23CSE197		0%
BT23CSE198		0%
BT23CSE199		0%
BT23CSE200		0%
BT23CSE201		0%
BT23CSE202		0%
BT23CSE203		0%
BT23CSE204		0%
BT23CSE205		0%
BT23CSE206		0%
BT23CSE207		0%
BT23CSE208		0%
BT23CSE209		0%
BT23CSE210		0%
BT23CSH001		100%
BT23CSH002		0%
BT23CSH003		100%
BT23CSH004		100%
BT23CSH005		100%
BT23CSH006		0%
BT23CSH007		0%
BT23CSH008		100%
BT23CSH009		100%
BT23CSH010		100%
BT23CSH011		100%
BT23CSH012		100%
BT23CSH013		100%
BT23CSH014		100%
BT23CSH015		100%
BT23CSH016		0%
BT23CSH017		0%
BT23CSH018		0%
BT23CSH019		0%
BT23CSH020		0%
BT23CSH021		0%
BT23CSH022		0%
BT23CSH023		0%
BT23CSH024		0%
BT23CSH025		0%
BT23CSH026		100%
BT23CSH027		100%
BT23CSH028		100%
BT23CSH029		100%
BT23CSH030		100%
BT23CSH031		100%
BT23CSH032		0%
BT23CSH033		0%
BT23CSH034		0%
BT23CSH035		0%
BT23CSH036		0%
BT23CSH037		100%
BT23CSH038		100%
BT23CSH039		100%
BT23CSH040		100%
BT23CSH041		100%
BT23CSH042		0%
BT23CSH043		0%
BT23CSH044		0%
BT23CSH045		0%
BT23CSH046		100%
BT23CSH047		100%
BT23CSH048		100%
BT23CSH049		100%
BT23CSH050		0%
BT23CSH051		0%
BT23CSH052		100%
BT23CSH053		100%
BT23CSH054		100%
BT23CSH055		100%
BT23CSH056		100%
BT23CSH057		0%
BT23CSH058		0%
BT23CSH059		0%
BT23CSH060		0%
BT23CSH061		0%
BT23CSH062		0%
BT23CSH063		0%
BT23CSH064		0%
BT23CSH065		0%
BT23CSH066		0%
BT23CSH067		0%
BT23CSH068		100%
BT23CSH069		0%
BT23CSH070		100%
BT23ECE001		0%
BT23ECE002		0%
BT23ECE003		0%
BT23ECE004		0%
BT23ECE005		0%
BT23ECE006		0%
BT23ECE007		0%
BT23ECE008		0%
BT23ECE009		0%
BT23ECE010		0%
BT23ECE011		0%
BT23ECE012		0%
BT23ECE013		0%
BT23ECE014		0%
BT23ECE015		0%
BT23ECE016		0%
BT23ECE017		0%
BT23ECE018		0%
BT23ECE019		0%
BT23ECE020		0%
BT23ECE021		0%
BT23ECE022		0%
BT23ECE023		0%
BT23ECE024		0%
BT23ECE025		0%
BT23ECE026		0%
BT23ECE027		0%
BT23ECE028		0%
BT23ECE029		0%
BT23ECE030		0%
BT23ECE031		0%
BT23ECE032		0%
BT23ECE033		0%
BT23ECE034		0%
BT23ECE035		0%
BT23ECE036		0%
BT23ECE037		0%
BT23ECE038		0%
BT23ECE039		0%
BT23ECE040		0%
BT23ECE041		0%
BT23ECE042		0%
BT23ECE043		0%
BT23ECE044		0%
BT23ECE045		0%
BT23ECE046		0%
BT23ECE047		0%
BT23ECE048		0%
BT23ECE049		0%
BT23ECE050		0%
BT23ECE051		0%
BT23ECE052		0%
BT23ECE053		0%
BT23ECE054		0%
BT23ECE055		0%
BT23ECE056		0%
BT23ECE057		0%
BT23ECE058		0%
BT23ECE059		0%
BT23ECE060		0%
BT23ECE061		0%
BT23ECE062		0%
BT23ECE063		0%
BT23ECE064		0%
BT23ECE065		0%
BT23ECE066		0%
BT23ECE067		0%
BT23ECE068		0%
BT23ECE069		0%
BT23ECE070		0%
BT23ECE071		0%
BT23ECE072		0%
BT23ECE073		0%
BT23ECE074		0%
BT23ECE075		0%
BT23ECE076		0%
BT23ECE077		0%
BT23ECE078		0%
BT23ECE079		0%
BT23ECE080		0%
BT23ECE081		0%
BT23ECE082		0%
BT23ECE083		0%
BT23ECE084		0%
BT23ECE085		0%
BT23ECE086		0%
BT23ECE087		0%
BT23ECE088		0%
BT23ECE089		0%
BT23ECE090		0%
BT23ECE091		0%
BT23ECE092		0%
BT23ECE093		0%
BT23ECE094		0%
BT23ECE095		0%
BT23ECE096		0%
BT23ECE097		0%
BT23ECE098		0%
BT23ECE099		0%
BT23ECE100		0%
BT23ECE101		0%
BT23ECE102		0%
BT23ECE103		0%
BT23ECE104		0%
BT23ECE105		0%
BT23ECE106		0%
BT23ECE107		0%
BT23ECE108		0%
BT23ECE109		0%
BT23ECE110		0%
BT23ECE111		0%
BT23ECE112		0%
BT23ECE113		0%
BT23ECE114		0%
BT23ECE115		0%
BT23ECE116		0%
BT23ECE117		0%
BT23ECE118		0%
BT23ECE119		0%
BT23ECE120		0%
BT23ECE121		0%
BT23ECE122		0%
BT23ECE123		0%
BT23ECE124		0%
BT23ECE125		0%
BT23ECE126		0%
BT23ECE127		0%
BT23ECE128		0%
BT23ECE129		0%
BT23ECE130		0%
BT23ECE131		0%
BT23ECE132		0%
BT23ECE133		0%
BT23ECE134		0%
BT23ECE135		0%
BT23ECE136		0%
BT23ECE137		0%
BT23ECE138		0%
BT23ECE139		0%
BT23ECE140		0%
BT23ECE141		0%
BT23ECE142		0%
BT23ECE143		0%
BT23ECE144		0%
BT23ECE145		0%
BT23ECE146		0%
BT23ECE147		0%
BT23ECE148		0%
BT23ECE149		0%
BT23ECE150		0%
BT23ECI001		0%
BT23ECI002		0%
BT23ECI003		0%
BT23ECI004		0%
BT23ECI005		0%
BT23ECI006		0%
BT23ECI007		0%
BT23ECI008		0%
BT23ECI009		0%
BT23ECI010		0%
BT23ECI011		0%
BT23ECI012		0%
BT23ECI013		0%
BT23ECI014		0%
BT23ECI015		0%
BT23ECI016		0%
BT23ECI017		0%
BT23ECI018		0%
BT23ECI019		0%
BT23ECI020		0%
BT23ECI021		0%
BT23ECI022		0%
BT23ECI023		0%
BT23ECI024		0%
BT23ECI025		0%
BT23ECI026		0%
BT23ECI027		0%
BT23ECI028		0%
BT23ECI029		0%
BT23ECI030		0%
BT23ECI031		0%
BT23ECI032		0%
BT23ECI033		0%
BT23ECI034		0%
BT23ECI035		0%
BT23ECI036		0%
BT23ECI037		0%
BT23ECI038		0%
BT23ECI039		0%
BT23ECI040		0%
BT23ECI041		0%
BT23ECI042		0%
BT23ECI043		0%
BT23ECI044		0%
BT23ECI045		0%
BT23ECI046		0%
BT23ECI047		0%
BT23ECI048		0%
BT23ECI049		0%
BT23ECI050		0%
BT23ECI051		0%
BT23ECI052		0%
BT23ECI053		0%
BT23ECI054		0%
BT23ECI055		0%
BT23ECI056		0%
BT23ECI057		0%
BT23ECI058		0%
BT23ECI059		0%
BT23ECI060		0%
BT23ECI061		0%
BT23ECI062		0%
BT23ECI063		0%
BT23ECI064		0%
BT23ECI065		0%
BT23ECI066		0%
BT23ECI067		0%
BT23ECI068		0%
BT23ECI069		0%
BT23ECI070		0%
1624		0%
1824		0%
2124		0%
2424		0%
2824		0%
3124		0%
3324		0%
3424		0%
3524		0%
3924		0%
4124		0%
4424		0%
4624		0%
4824		0%
4924		0%
5024		0%
5124		0%
5724		0%
6324		0%
6424		0%
6924		0%
7324		0%
7724		0%
7924		0%
9124		0%
9624		0%
9924		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
0		0%
BT24CSD001		0%
BT24CSD002		0%
BT24CSD003		0%
BT24CSD004		0%
BT24CSD005		0%
BT24CSD006		0%
BT24CSD007		0%
BT24CSD008		0%
BT24CSD009		0%
BT24CSD010		0%
BT24CSD011		0%
BT24CSD012		0%
BT24CSD013		0%
BT24CSD014		0%
BT24CSD015		0%
BT24CSD016		0%
BT24CSD017		0%
BT24CSD018		0%
BT24CSD019		0%
BT24CSD020		0%
BT24CSD021		0%
BT24CSD022		0%
BT24CSD023		0%
BT24CSD024		0%
BT24CSD025		0%
BT24CSD026		0%
BT24CSD027		0%
BT24CSD028		0%
BT24CSD029		0%
BT24CSD030		0%
BT24CSD031		0%
BT24CSD032		0%
BT24CSD033		0%
BT24CSD034		0%
BT24CSD035		0%
BT24CSD036		0%
BT24CSD037		0%
BT24CSD038		0%
BT24CSD039		0%
BT24CSD040		0%
BT24CSD041		0%
BT24CSD042		0%
BT24CSD043		0%
BT24CSD044		0%
BT24CSD045		0%
BT24CSD046		0%
BT24CSD047		0%
BT24CSD048		0%
BT24CSD049		0%
BT24CSD050		0%
BT24CSD051		0%
BT24CSD052		0%
BT24CSD053		0%
BT24CSD054		0%
BT24CSD055		0%
BT24CSD056		0%
BT24CSD057		0%
BT24CSD058		0%
BT24CSD059		0%
BT24CSD060		0%
BT24CSD061		0%
BT24CSD062		0%
BT24CSD063		0%
BT24CSD064		0%
BT24CSD065		0%
BT24CSD066		0%
BT24CSD067		0%
BT24CSD068		0%
BT24CSD069		0%
BT24CSD070		0%
BT24CSE001		0%
BT24CSE002		0%
BT24CSE003		0%
BT24CSE004		0%
BT24CSE005		0%
BT24CSE006		0%
BT24CSE007		0%
BT24CSE008		0%
BT24CSE009		0%
BT24CSE010		0%
BT24CSE011		0%
BT24CSE012		0%
BT24CSE013		0%
BT24CSE014		0%
BT24CSE015		0%
BT24CSE016		0%
BT24CSE017		0%
BT24CSE018		0%
BT24CSE019		0%
BT24CSE020		0%
BT24CSE021		0%
BT24CSE022		0%
BT24CSE023		0%
BT24CSE024		0%
BT24CSE025		0%
BT24CSE026		0%
BT24CSE027		0%
BT24CSE028		0%
BT24CSE029		0%
BT24CSE030		0%
BT24CSE031		0%
BT24CSE032		0%
BT24CSE033		0%
BT24CSE034		0%
BT24CSE035		0%
BT24CSE036		0%
BT24CSE037		0%
BT24CSE038		0%
BT24CSE039		0%
BT24CSE040		0%
BT24CSE041		0%
BT24CSE042		0%
BT24CSE043		0%
BT24CSE044		0%
BT24CSE045		0%
BT24CSE046		0%
BT24CSE047		0%
BT24CSE048		0%
BT24CSE049		0%
BT24CSE050		0%
BT24CSE051		0%
BT24CSE052		0%
BT24CSE053		0%
BT24CSE054		0%
BT24CSE055		0%
BT24CSE056		0%
BT24CSE057		0%
BT24CSE058		0%
BT24CSE059		0%
BT24CSE060		0%
BT24CSE061		0%
BT24CSE062		0%
BT24CSE063		0%
BT24CSE064		0%
BT24CSE065		0%
BT24CSE066		0%
BT24CSE067		0%
BT24CSE068		0%
BT24CSE069		0%
BT24CSE070		0%
BT24CSE071		0%
BT24CSE072		0%
BT24CSE073		0%
BT24CSE074		0%
BT24CSE075		0%
BT24CSE076		0%
BT24CSE077		0%
BT24CSE078		0%
BT24CSE079		0%
BT24CSE080		0%
BT24CSE081		0%
BT24CSE082		0%
BT24CSE083		0%
BT24CSE084		0%
BT24CSE085		0%
BT24CSE086		0%
BT24CSE087		0%
BT24CSE088		0%
BT24CSE089		0%
BT24CSE090		0%
BT24CSE091		0%
BT24CSE092		0%
BT24CSE093		0%
BT24CSE094		0%
BT24CSE095		0%
BT24CSE096		0%
BT24CSE097		0%
BT24CSE098		0%
BT24CSE099		0%
BT24CSE100		0%
BT24CSE101		0%
BT24CSE102		0%
BT24CSE103		0%
BT24CSE104		0%
BT24CSE105		0%
BT24CSE106		0%
BT24CSE107		0%
BT24CSE108		0%
BT24CSE109		0%
BT24CSE110		0%
BT24CSE111		0%
BT24CSE112		0%
BT24CSE113		0%
BT24CSE114		0%
BT24CSE115		0%
BT24CSE116		0%
BT24CSE117		0%
BT24CSE118		0%
BT24CSE119		0%
BT24CSE120		0%
BT24CSE121		0%
BT24CSE122		0%
BT24CSE123		0%
BT24CSE124		0%
BT24CSE125		0%
BT24CSE126		0%
BT24CSE127		0%
BT24CSE128		0%
BT24CSE129		0%
BT24CSE130		0%
BT24CSE131		0%
BT24CSE132		0%
BT24CSE133		0%
BT24CSE134		0%
BT24CSE135		0%
BT24CSE136		0%
BT24CSE137		0%
BT24CSE138		0%
BT24CSE139		0%
BT24CSE140		0%
BT24CSE141		0%
BT24CSE142		0%
BT24CSE143		0%
BT24CSE144		0%
BT24CSE145		0%
BT24CSE146		0%
BT24CSE147		0%
BT24CSE148		0%
BT24CSE149		0%
BT24CSE150		0%
BT24CSE151		0%
BT24CSE152		0%
BT24CSE153		0%
BT24CSE154		0%
BT24CSE155		0%
BT24CSE156		0%
BT24CSE157		0%
BT24CSE158		0%
BT24CSE159		0%
BT24CSE160		0%
BT24CSE161		0%
BT24CSE162		0%
BT24CSE163		0%
BT24CSE164		0%
BT24CSE165		0%
BT24CSE166		0%
BT24CSE167		0%
BT24CSE168		0%
BT24CSE169		0%
BT24CSE170		0%
BT24CSE171		0%
BT24CSE172		0%
BT24CSE173		0%
BT24CSE174		0%
BT24CSE175		0%
BT24CSE176		0%
BT24CSE177		0%
BT24CSE178		0%
BT24CSE179		0%
BT24CSE180		0%
BT24CSE181		0%
BT24CSE182		0%
BT24CSE183		0%
BT24CSE184		0%
BT24CSE185		0%
BT24CSE186		0%
BT24CSE187		0%
BT24CSE188		0%
BT24CSE189		0%
BT24CSE190		0%
BT24CSE191		0%
BT24CSE192		0%
BT24CSE193		0%
BT24CSE194		0%
BT24CSE195		0%
BT24CSE196		0%
BT24CSE197		0%
BT24CSE198		0%
BT24CSE199		0%
BT24CSE200		0%
BT24CSE201		0%
BT24CSE202		0%
BT24CSE203		0%
BT24CSE204		0%
BT24CSE205		0%
BT24CSE206		0%
BT24CSE207		0%
BT24CSE208		0%
BT24CSE209		0%
BT24CSE210		0%
BT24CSH001		100%
BT24CSH002		100%
BT24CSH003		100%
BT24CSH004		100%
BT24CSH005		100%
BT24CSH006		100%
BT24CSH007		0%
BT24CSH008		100%
BT24CSH009		100%
BT24CSH010		0%
BT24CSH011		100%
BT24CSH012		100%
BT24CSH013		0%
BT24CSH014		100%
BT24CSH015		100%
BT24CSH016		100%
BT24CSH017		0%
BT24CSH018		0%
BT24CSH019		0%
BT24CSH020		0%
BT24CSH021		0%
BT24CSH022		0%
BT24CSH023		100%
BT24CSH024		100%
BT24CSH025		100%
BT24CSH026		100%
BT24CSH027		100%
BT24CSH028		100%
BT24CSH029		100%
BT24CSH030		100%
BT24CSH031		100%
BT24CSH032		100%
BT24CSH033		100%
BT24CSH034		100%
BT24CSH035		100%
BT24CSH036		100%
BT24CSH037		0%
BT24CSH038		100%
BT24CSH039		100%
BT24CSH040		100%
BT24CSH041		100%
BT24CSH042		100%
BT24CSH043		100%
BT24CSH044		100%
BT24CSH045		100%
BT24CSH046		100%
BT24CSH047		100%
BT24CSH048		100%
BT24CSH049		100%
BT24CSH050		100%
BT24CSH051		100%
BT24CSH052		100%
BT24CSH053		100%
BT24CSH054		100%
BT24CSH055		100%
BT24CSH056		100%
BT24CSH057		100%
BT24CSH058		100%
BT24CSH059		0%
BT24CSH060		0%
BT24CSH061		0%
BT24CSH062		100%
BT24CSH063		100%
BT24CSH064		100%
BT24CSH065		0%
BT24CSH066		100%
BT24CSH067		100%
BT24CSH068		100%
BT24CSH069		0%
BT24CSH070		100%
BT24ECE001		0%
